word,definition,length
kule,"(N.) color; see kulul-.
(D.) makule ‘colorful, colored’.",4
kulebra,"(N.) a disease, sometimes has external
symptoms, sometimes does not.",7
kulekta,"(V.) mangulekta/manguleksyun ‘collect, take
up a collection’.
makikolekta, pakikolekta,
pangulekta/panguleksyun, a:kulekta/
a:kuleksyun.
(N.) ma:ngulekta/kolekto’r.",7
kuliglig,"(N.) catydid, cicada.",8
kulti,"(V.) ma:ngulti ‘soaking corns/calluses in a
lime solution’.
pangulti, pa:kulti.",5
kulubasa,"(N.) squash, a vegetable.",8
kulul,"(D.) the color of –.
kululu’bi ‘violet (color of the ube tuber)’,
kulule’bun ‘egg-colored’.",5
kulung,"(St./V.) jailed, trapped.
mangakulung, maka:kulung, pa:kulung,
pakikulung, a:kulung, pa:ngulung, ikulung,
pa:ngulungan, ke:kulung.
(D.) makulung, makakulung.
(N.) kulungan ‘jail’.",6
kulupariq,(N.) head of penis. cf. burungburung,9
kulut,"(St./D./V.) curl(ed).
kulutan, kilutan, mangakulut, maka:kulut,
makikulut, pakikulut, pa:kulut, a:pakulut,
a:pangulutan, pa:ngulutan.
(D.) makulut ‘curly’; makakulut.",5
kulyat,"(N.) the old name for what is now Angeles
City.",6
kumbentu,"(N.) convent, parish house, residence of a
priest.",8
kumpas,"(V.) gesture, gesticulate.
kukumpas, kumpasan.",6
kumpil,"(N?) Confirmation–a Catholic ceremony.
(V.) ma:ngumpil, mangakumpil, makikumpil,
pakikumpil.
(D./St.) makakumpil.",6
kunaq,(N.) baby bed.,5
kunkurdyas,"(N.) Concordias (name of a bridge in
Cabalantian).",10
kundul,"(N.) a melon (or squash?)–informants call it
variously fruit or vegetable; eaten candied.",6
kuneu,"(N.) rabbit.
(V.) manguneu ‘hunt rabbits’.
(D.) makuneu ‘rabbit infested’.",5
kunwariq,"(V.) magkunwariq ‘pretend, dissimilate’.
makapagkunwariq.",8
kunyat,"(D.) makunyat ‘tough, rubbery, resilient’.
kunyatkunyat.",6
kupal,"(N.) 1. almasiga resin (?). (Spanish copa)
2. semen; vaginal lubricant.",5
kupas,"(V.) fade.
kumupas, ma:ngupas.",5
kupiq,(N.) name (for a dog).,5
kupyaq,"(N.) hat, cap (includes woven hats, caps such
as policeman’s).
kakupyaq ‘one who wears same hat’.
(V.) magkupyaq ‘wear a hat’.
pakikupya, makikupya, pa:kupya,
pa:ngupyan, a:kupyaq.
(D.) makakupyaq ‘wearing a hat’.",6
kural,"(N.) corral, e.g. kural-damulag.",5
kuran,"(N.) a large pot, used for cooking rice.
Bakit, dadala ke wari ing kuran? Why, did you
want the pot to bring me? [an idiomatic
expression said to one who has kept you
waiting].",5
kurap,"(V.) blink eyes; see kirat.
kukurap, magkurap, pa:kurapan, pa:ngurap,
a:kurap, makakurap.",5
kurbadu,"(D.) curved, curving.",7
kurismaq,"(N.) the hot season from February to May, the
Lenten season. (Sp. cuaresma)
(V.) magkurismaq ‘Lent is coming near’.",8
kuritas,(N.) bandaid (from Curitas–the brand name).,7
kursilyu,"(N.) a Catholic retreat/revival movement, the
organization, the meetings.
(V.) magkursilyu ‘repent, change one’s ways,
i.e. join the Cursillo’.",8
kurtina,"(N.) curtain.
(V.) mangurtina, a:kortinan, pa:kurtina,
pa:ngurtinan.
(D.) makortina, makortinan.",7
kurudu,"(N.) crude oil, diesel fuel.
(D.) makurudu ‘oily’; dekurudu ‘oil-burning’.",6
kurus,"(N.) cross, crucifix.",5
kuriyente,"(N.) current, electric current.
tulang kuriyente ‘a kind of dragonfly.
(V.) magkuriyente ‘electrocute’,
manguriyente, pa:kuriyente, panguriyente,
a:kuriyente.
(D.) makakuriyente, makuriyente ‘lively, full
of energy’.",9
kuswelu,"(D.) makuswelu ‘be satisfied, be happy with
something one has’.",7
kutang,"(N.) question.
kinutang ‘thing asked’; pa:mangutang
‘questioning, interrogative’.
(V.) mangutang, ikutang, a:kutnan, kitnan,
kitnanan, kitang, pa:ngutnan-mangakutang,
mikutang, mipangutang, makikutang,
pakikutang, pa:kutang, a:kutang.",6
kutkut,"(V./St.) bury.
ma:ngutkut, kutkutan, pa:ngutkut, pa:kutkut,
pakikutkut, ikutkut, a:kutkut, maka:kutkut,
mipakutkut, kitkut, kakutkutkut ‘just buried’.
(N.) kutkutan ‘cemetery; see kampu santu.
(D.) makutkut, mekutkut, makakutkut.",6
kuting,(N.) kitten.,6
kutis,"(N.) skin-color, pigmentation.
(V.) a:kuti’san ‘be recognized, be identified’.",5
kutcaraq,"(N.) spoon.
(V.) mangutcaraq ‘use a spoon’; pa:ngutcaran
‘eat something with a spoon’.
[said in Bacolor to mean ‘shovel’ in the
Minalin dialect].",8
kutcaron,(N.) soup ladle.,8
kutcintaq,"(N.) some kind of food.
magkukutcintaq ‘vendor’.",9
kutu,"(N.) louse; see liyas.
kutung-gaqinduq.
(D.) makutu ‘lice-infested’.
(V.) mangutu, mipangutu, makikutu.",4
kutud,"(N.) something cut [Bergaño]; a section of
San Fernando noted for its residents’
performing penitential acts on Good Friday.
magkukutud ‘an evil person or witch said to
be able to separate upper half of body from
lower and fly; see aswang.",5
kutsilyu,(N.) tableknife.,8
kuwat,"(N.) ‘mushroom’ in the Sta. Rita dialect,
according to Bacolor informants.",5
kuyad,"(D.) makuyad ‘short, not long’.
(V.) mangakuyad, pa:kuyad, pa:nguyad,
pa:nguyaran, a:kuyad, ikuyad.
(St.) makamakuyad.",5
kwaq,(N.) puppy.,4
sikwakuq,"(N.) pipe (smoking).
(V.) manyikwakuq ‘smoke a pipe’;
magkwakuq/magsikwakuq.",8
kwaliq,(N.) frying pan.,6
kwalta,"(N.) money, a single coin.
pikwaltan ‘source of wealth’.
(D.) makwalta ‘rich, wealthy’; mikwalta.",6
kawayan,(N.) bamboo.,7
kwelyu,"(N.) collar.
(V.) pa:ngwelyu ‘collar someone’.",6
kwentu,"(N.) fable, story.",6
kwerdas,"(N.) spring, winding key.
(V.) kwerda’san ‘wind something up’.",7
kwintas,"(N.) necklace.
(V.) magkwintas ‘wear a necklace’;
pakikwintas.
75",7
kwitis,"(N.) skyrocket.
(V.) mangwitis ‘fire skyrockets’.",6
kyan,"(Subs.) now, here; see kanyan.",4
kyapuq,(N.) water lily.,6
kyapus,"(V.) magkyuapus ‘imitate’; see a’pus.
makakyapus, pa:kyapus, pa:kyapusan,
makyapus, mikyapus.",6
daba,"(N.) a large, wide-mouth cooking pot, made of
clay, black.",4
dabung,"(N.) shoots, young leaves.
(D.) malabung ‘leafy’.",6
dakal,"(N.) many, much.
marakal, merakal, pekamarakal, kasing-dakal.
(V.) a:parakal, ka:rakal, pa:ngarakal, pa:rakalan,
miparakal.",5
dakap,"(V.) catch, apprehend.
magdakap, makarakap, manyakap, pakirakap,
dakpan, darakpan, pa:nyakap, panyakpan,
a:rakap.
(D.) marakap, merakap.",5
dake,"(N.) phase, share, portion.
dakedake ‘partition’, pa:mandake, pir:raka’yan.
(V.) pa:rake, makidake, a:rake, mirake.",4
dakitan,"(V.) fetch home, escort home; see dalakit.",7
dagdag,"(V.) dagdagan ‘add, augment something’.
digdagan, pandagdagan, magdagdag,
makidagdag, pa:ragdag, a:dagdag, pakidagdag,
miparagdag, mandagdag, mindagdag.
(D.) madagdag, medagdag, makadagdag.",6
dagis,"(N.) rat(s).
dagi’s-bale’, dagi’s-pa’le.
dagisdagi’san = tigsang dagis ‘a lump in flesh
caused by a sharp blow’.",5
dagul,"(V.) grow big(ger).
daragul, dinagul, idagul, mandagul, mindagul,
pa:ragul, a:dagul, pandagul, pindagul,
77",5
dala,"(V.) bring, carry.
magdala, dalan, makidala, pakidala, pa:dala,
maka:dala, pa:ndala, idala, a:dala, a:padala,
mi:dala, mipadala.
(D.) madala, medala, makadala.",4
dalaga,"(N.) maiden, virgin, young woman.
(pl.) da:laga. See dumalaga, dalagita; kadalagan
‘a gathering of dalaga’.
(V.) magdalaga ‘become a dalaga’.
(D.) madalaga, medalaga; makidalaga ‘have a
dalaga daughter’.",6
dalagita,"(N.) a young girl in pre-teen or early teen age;
see dalaga.
(V.) magdalagita ‘become a dalaga’.
(D.) madalagita.",8
dalamat,"(N.) a serious sickness.
(D.) madalamat.",7
dalan,"(N.) road, way, passage.
(V.) dalanan ‘pass by for someone’.
dinalan, pa:dalan, makidalan ‘pass between",5
dalas,"(D.) madalas/maralas ‘often’.
pekamadalas/pekamaralas, kasingdalas,
makidalas.
(V.) pa:ralas/pa:dalas, pandalas, idalas, a:dalas.",5
dalayap,(N.) line; see da’yap.,7
daldak,"(V.) grind, pound, mill.
daraldak, pa:daldak, iparaldak, idaldak,
pakidaldak, a:daldak.
(N.) pa:mandaldak, daldakan.
(D.) madaldak, medaldak, makadaldak, kasing
daldak.",6
dale,(Excl.) ‘okay’.,4
dalig,"(N.) wall, partition.
(V.) daligan, de:ligan, magdalig, makidalig,
maka:pandalig, makidalig, pa:dalig, a:dalig,
mi:daligan.
(D.) madalig, medalig, makadalig, kadalig, kasing
dalig.",5
dalit,"(N.) chant, song. pa:mandalit.
(V.) dadalit ‘sing, chant’.
magdalit, makadalit, pakidalit, makidalit,
pa:dalit, idalit, a:dalit, de:litan.",5
dalo,"(N.) visitor, especially an unexpected visitor.
(V.) dumalo, dinalo, makadalo, makidalo,
pakidalo, pa:dalo, pandalawan, dalawan,
de:lawan.",4
dalum,"(N.) lawsuit, complaint.
(V.) magdalum, pa:dalum, makapagdalum,
pakidalum, makidalum, idalum, a:dalum,
mipadalum, mandalum, de:lum.
(D.) madalum, medalum, makadalum.",5
dalumdum,"(N.) darkness.
(D.) madalumdum ‘dark, dim’.
(V.) pa:dalumduman.",8
dalyawat,"(N.) pimple(s).
(D.) madalyawat, mikadalyawat, midalyawaten.",8
dam,"(V.) borrow; see -andam-.
mandam, daraman, pa:raman, a:param, iparam,
mangaparam.
(N.) pa:maram.
(D.) maparam, meparam, makaparam.",3
damara,"(N.) shade, grove, arbor.",6
damas,(N.) bridesmaid.,5
damdam,"(V.) damdaman ‘hear, listen’.
dimdam, makiramdam, pakiramdaman,
paramdam, a:ramdam, mangaramdam.
(D.) madamdam, maramdam, makaramdam,
maramdaman ‘sensitive’.
(N.) panamdam ‘feelings’.",6
dame,"(V.) involve oneself, sympathize.
dadame, diname, makirame, idame, a:karame,
miparame, pakirame, maka:rame.
(N.) kadamayan ‘one you sympathize with’.",4
damiq,"(N.) a female nickname, from Damasa.",5
damlaq,(N.) honor; see dangal.,6
demonyo,"(N.) devil.
markang-damonyo ‘San Miguel gin’.
(D./St.) makadamonyo, kadamonyan.",7
damulag,"(N.) carabao.
[metaphor] ‘ill-tempered, harsh person’.
(D.) kadamulag, kadamulagan.",7
damusak,"(V.) step on.
a:damusak.",7
damut,"(N.) apology, excuse.
(V.) magdamut, makipagdamut, pagdamutan.",5
danum,"(N.) water.
danu’man ‘ocean, body of water’.
(V.) mamaranum ‘water something’.
magparanum, danuma’n, pakidanum, pa:ranum,
panyanuman.
(D.) madanum, medanum, makadanum,
makidanum.",5
danup,"(N.) hunger.
makidanup ‘starvation’.
(V.) danupan, dumanup, pa:ranupan ‘make (pigs)
hungry’, mangadanup.
(D.) madanup, medanup, pekamaranup.",5
dangal,"(N.) honor, honesty; kadangalan.
(V.) dangalan ‘honor someone’.
de:ngalan, makidangal, pa:rangalan.
(D.) marangal, merangal.",6
dangkal,"(N.) a finger measurement–thumb and index
finger.
(D.) madangkal, medangkal, makadangkal.
(V.) dangkalan ‘measure something with
dangkal’.
magdangkal, pakidangkal, pa:dangkal, a:dangkal,
pa:ndangkalan.",7
dapaq,"(V.) lie flat, with face down.
(D.) madapaq ‘lying flat’.",5
dapat,"(V.) (spec.) ‘should, ought to’.
(N.) karapatan ‘rights, duties, obligations’.",5
dapat,"(N.) business, affairs, concern. karaptanan ‘result
of a deed’.
(V.) magdapat ‘take care of something’.
magparapat, makadapat, makidapat, depatan,
pakidapat, de:pat, pa:dapat, pa:nyapat, a:dapat/
a:rapat.
(D.) madapat, medapat, makadapat.",5
dapdap,"(N.) balete tree, home of diwataq.",6
dapot,"(Subcomb.) but, however.",5
dapu,"(N.) crocodile. tulang dapu ‘a kind of dragonfly
which is found at rivers’.
(D.) madapu ‘crocodile-infested’.",4
dapuk,"(V.) dinapuk ‘put inside’. makapandapuk,
pakidapuk, pa:dapuk, pandapuk.
(D.) marapuk, merapuk, makadapuk.",5
dapug,(N.) bonfire.,5
dapug,"(N.) trash pile (e.g. leaves and other yard
sweepings).
(V.) magdapug ‘sweep up trash’, maka:dapug,
dapugan, de:pugan, maka-pandapug, makidapug,
pakidapug, pa:dapug.
(D.) madapug.",5
dapot,(Cocomb.) but.,5
daraq,"(V.) dadaraq ‘thresh palay’; see darak.
pakidaraq, pa:daraq, a:daraq, daran ‘thresh
something’, de:raq.
(D.) madaraq, medaraq, makadaraq.
(N.) pa:mandaraq.",5
dara,"(N.) aunt; stepmother.
(V./St.) midara ‘aunt and niece/nephew’.",4
darak,"(N.) rice-bran. dara’k-mai’s, dara’k ko’nu.
(V.) magpadarak.",5
daragis,"(V./St.) constipated; have difficulty in
child-bearing. magdaragis.",7
das,"(V.) reach, arrive, go as far as. mira’s, dasnan,
darasnan, disnan, kara’s.",3
dase,"(N.) woven mat, used for sleeping, old ones are
used for drying rice, etc.
(V.) magdase ‘use a mat’. makidase, pakidase,
pa:dasayan, pa:dase.
(D./St.) makadase ‘be on a mat’.",4
dasyunan,"(V.) (Eng.) ration, apportion, deliver. darasyun,
darasyunan, magrasyu’n, a:rasyunan, irasyun.",8
datang,"(V.) arrive, come.
daratang, dinatang/dintang, mipa:ratang,
ke:ratangan, manyatang, karatangratang,
kararatangan.",6
datuq,"(N.) leader [rarely used except with reference to
Southern Philippines or to olden days].",5
dayaq,"(N.) blood. karayaq ‘one with same blood type’.
(V.) darayaq, dinayaq, mangarayaq, pa:rayan,
makidayaq.
(D.) madayaq, marayaq. matua(king)dayaq ‘e.g. a
nephew older than his uncle’.",5
dayap,See dalayap.,5
dayat,"(N.) fields, rice-fields. dayat-malat ‘ocean, sea’,
dayatan, dayatdayatan. c.f. Arayat.",5
distolik,"(N.) diastolic, blood pressure.",8
dibati,"(V.) magdebati ‘debate, argue’.
makapagdebati, makidebati, pakidebati,
pa:debati, ke:debati, a:kadebati, midebati.
(N.) pi:dibatyan ‘topic of debate’, pipagdibatyan
‘place/topic’.",6
dekwatru,"(V.) magdekwatru ‘stand with one foot raised and
resting on the other knee’.",8
deg,See daig.,3
deli,(N.) a female name.,4
delikadu,"(D.) dangerous, touchy, sensitive.
medalikadu, kadelikadwan, pekadelikadu.",8
demanda,"(V.) magdemanda ‘sue, take to court’.
(D./St.) makademanda ‘subject to court hearing’.",7
depaskwa,(N.) poinsettia flower.,8
derit,(N.) a kind of fish net.,5
desididu,"(D./St.) decided, determined.",8
diki,"(N.) dike, barrier to hold back flood waters.",4
dikut,"(N.) grass.
(D.) madikut, medikut, mikadikut.
(V.) pa:dikut, makidikut, pakidikut.",5
digman,"(N.) a water plant (seaweed?), found especially in
rainy reason.",6
digu,"(N.) male nickname, from Rodrigo.",4
dilaq,"(N.) tongue; fangs (?) of snake. mayumu-dilaq
‘sweet-talking’; see dilat-.",5
dilangwaq,(N.) century (dina’lan + ba’nwaq).,9
dilat,"(V.) dilatan ‘lick something’. mandilat ‘stick
tongue out’, pandilatan ‘stick tongue out at
someone’.
(N.) pa:mandilatan ‘the act of sticking one’s
tongue out’; see di’laq-.",5
diliq,"(Q./N.) self; [superlative constructions] ikandiliq
‘you alone’, malaguqdiliq ‘the prettiest’.
(V.) magdilidiliq ‘live alone’; see sariliq.",5
dilo,"(D.) yellow.
madilodilo ‘yellowish, near-ripe’.",4
diluq,"(V.) mandiluq ‘take a bath’. makapandiluq,
makidiluq, pakidiluq, pa:diluq, padiluwan,
pandiluwan, a:diluq.
(D.) madiluq, mediluq, makadiluq.",5
dimla,"(N.) cold, coolness.
(D.) marimla ‘cold, cool, chilly’. kasingdimla,
pekamarimla.
(V.) magmarimla ‘e.g. wear a sweater’. pa:rimlan
‘chill something’, a:parimla, miparimlan.",5
dimpals,(N.) dimple(s).,7
din,"(V.) dinan ‘give something to…’. dininan, mirinan,
pakidinan, pa:dinan, a:dinan, pandinan.
(D.) madinan, medinan.
85",3
dinalan,(N.) one hundred.,7
dinamo,"(N.) generator.
makidinamo, pekadinamo.",6
dinat,"(N.) dirt; human waste.
(D.) marinat ‘dirty’. medinat, ka:dinat, pekadinat,
kasingdinat.
(V.) magdinat, makapandinat, panyinat,
pa:rinatan, mangarinatan.",5
dinding,(N.) wall(s).,7
dine,"(D.) marine ‘shy, ashamed’.
(N.) kamarinayan ‘shame, shyness’.
(V.) pa:makarine, mi:pakarine, a:karinayan,
ke:rinayan.",4
darecu,"(D./St.) straight, direct. madirecu.
(V.) direcuan ‘say/do something directly’,
magdirecu ‘go straight, straighten up’.
pakidirecu, pa:direcu, pa:direcuan, pa:narecwan,
a:direcu, idarecu, midirecu.
(N.) direcu ‘betting on one number’.",6
diskursu,"(N.) a type of speech. pa:mandiskursu.
(V.) magdiskursu, makapagdiskursu,
mandiskursu, idiskursu, makidiskursu,
pakidiskursu, a:diskursu, pa:diskursu.
(D./St.) makadiskursu, mediskursu.",8
disoras,"(St./D.) madisoras, medisoras, makadisoras,
mangadisoras, pangadisoras, apapadisoras ‘to be
late’.",7
disul,"(N.) a kind of leaf used as a poultice to draw out
slivers.",5
disyembre,(N.) December.,9
ditak,"(D.) few, a little. maritak, meritak.
(V.) diritak ‘become few(er). mangaritak, ke:ritak.
(N.) a daquiri-like drink made of rum, 7-up, and
pineapple juice.",5
diwataq,"(N.) spirits, said to live in dapdap.",7
do,(Subs.) (portmanteau) [da + na + la].,2
dok,"(D.) maro’k ‘evil, bad’.
(N.) karo’kan ‘evil, badness’.",3
doktor,(N.) doctor.,6
duag,(N.) coward.,4
dub,(V.) mix. cf. bantua:ruban.,3
dukit,"(V.) carve, make carvings, make up. magdukit,
mandukit, makidukit, pakidukit, dinukit
(dukitan?), makapandukit, pa:dukit, a:dukit,
idukit, pa:ndukit.
(D.) madukit, medukit, makadukit.",5
dukuq,"(V.) crouch, bow, bend. cf. balikuku, baluktut
idukuq ‘bend something’.",5
dugpa,"(V.) alight, land on, strike (as, a butterfly on a
flower, water on a person).
dinugpa/digpa, dipaning-alti ‘[a curse] May
lightning strike you!’.",5
dulang,"(N.) a short-legged table or platform, more like a
large tray, placed on papag for eating from.
(V.) magdulang, dudulang ‘be flat(?)’.
(D./St.) makadulang.",6
duldul,"(N.) thunder.
(V.) duduldul, ma:nuldul.",6
duling,"(N./D.) a cross-eyed person [sometimes used as a
nickname].
maduling, maduduling, makiduling, ke:duling.",6
duluk,"(D./St.) burned (e.g. overcooked rice).
maduluk, meduluk, makaduluk.
(V.) makiduluk, pakiduluk, pa:duluk, pa:ndulukan.",5
dumalaga,"(N.) female animal, e.g. chicken which has not
yet laid an egg.
(V.) magdumalaga.
See dalaga.",8
duman,"(V.) pounding rice [sometimes to the
accompaniment of music]. cf. bayụ́ magduman,
dumanan, makipagduman.
(N.) pa:magduman.",5
duminggu,"(N.) Sunday.
(D./Q.) duminggwan ‘weekly’.",8
dungan,"(N.) port, depot, space behind a house; see
kandungan ‘lap’.",6
dungis,"(N.) stain, blemish (on face), dishonor.
(D.) marungis/mandungis, madungisan.",6
dunguq,"(D.) timid; dumb.
medunguq, kadungwan, pekadunguq.",6
dungus,"(N.) intestines, stomach.
(V.) dungusan ‘hit in…’, pakidungus.",6
duraq,"(N.) spit, saliva; see luraq.",5
duray,"(N.) a female nickname, from Dorotea.
88",5
durun,(N.) locust.,5
duruq,"(N.) bride-gifts.
(V.) manduruq, pa:duruq, duruwan ‘bargain for
something’.",5
durung,(N.) a very small shrimp.,6
durut,"(N.) whirlpool, vortex.
pidurutan ‘crank’.
(V.) dudurut ‘whirl, spin around’. mandurut,
makadurut, pakidurut, makipandurut, pa:durut,
a:dudurutan, pa:ndurutan, a:pandurutan, idurut,
midurut.
(D.) madurut, medurut, makadurut.",5
dusa,"(N.) punishment, curse of a parent on child for
misdeed.
kaparusan; pipagparusan.
(V.) magdusa, dusan, pa:rusa, magparusa,
makapamarusa, makiparusa, pakiparusa,
ke:parusa, pa:rusan.",4
dusing,"(D.) marusing ‘dirty-faced’. mamusing.
(V.) magdusing, makidusing, musing.",6
dutung,"(N.) tree, lumber, wood.
(V.) manyutung ‘gather firewood’, pa:dutung
‘have a tree cut’, pa:rutungan ‘have another
gather firewood’, panyutung, panyutungan,
makarutung.",6
duwalaq,(D.) maduwalaq ‘mysterious’.,7
duwang,"(V.) hand something to another.
magduang, iduwang, makiduang, mandu ang,
a:duang, pa:nduang.
(D.) maduang, meduang, makaduang.",6
dwendi,"(N.) dwarf, fairy.
(D./St.) makidwendi.",6
dwiq,"(N.) fish spines, bones.
(D.) madwiq ‘stuck with a spine’, mangadwiq.",4
ja,(V.) asking for.,2
jakiston,(N.) jacks (a young girls’ game).,8
